41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 1, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 1, 64, 0
64, 1, 74, 0
74, 1, 84, 0
84, 1, 94, 0
94, 3, 95, 0
95, 3, 96, 0
96, 3, 97, 0
97, 3, 98, 0
