-0.030, -0.028, -0.023, -0.029, 0, -0.274, -0.276, 0.223, 0.880, 0, 5
-0.005, 0.003, 0.027, -0.031, 0, 0.048, -0.088, -0.315, 0.222, 0, 3
-0.047, -0.012, -0.031, 0.016, 0, -0.103, -0.393, -0.134, 0.313, 1, 2
-0.103, -0.393, -0.134, 0.313, 0, -0.107, -0.587, -0.128, 0.596, 1, 2
-0.107, -0.587, -0.128, 0.596, 0, -0.107, -1.099, -0.448, 0.816, 0, 4
0.036, 0.033, 0.014, -0.037, 0, 0.037, -0.163, 0.013, 0.260, 1, 0
0.037, -0.163, 0.013, 0.260, 1, 0.086, 0.137, -0.323, -0.076, 0, 3
-0.023, -0.043, -0.011, 0.043, 0, -0.071, -0.741, -0.445, 0.283, 0, 4
-0.037, -0.033, 0.017, -0.014, 0, -0.085, -0.731, -0.418, 0.235, 0, 4
-0.004, 0.016, 0.029, 0.050, 0, 0.049, -0.075, -0.310, 0.304, 0, 3
-0.034, -0.047, -0.002, 0.014, 0, -0.104, -0.070, -0.016, 0.271, 1, 1
-0.104, -0.070, -0.016, 0.271, 1, -0.040, -0.047, 0.004, 0.013, 1, 0
-0.040, -0.047, 0.004, 0.013, 0, -0.096, -0.428, -0.098, 0.321, 1, 2
-0.096, -0.428, -0.098, 0.321, 0, 0.006, -0.333, -0.330, 0.554, 0, 3
0.034, -0.014, -0.002, -0.030, 0, -0.210, -0.263, 0.244, 0.885, 0, 5
-0.032, -0.008, -0.001, 0.034, 0, -0.079, -0.706, -0.435, 0.277, 0, 4
-0.007, -0.022, -0.024, -0.005, 0, -0.007, -0.217, -0.024, 0.280, 1, 0
-0.007, -0.217, -0.024, 0.280, 0, 0.041, -0.307, -0.359, 0.518, 0, 3
0.040, 0.021, -0.029, -0.009, 0, -0.028, -0.002, -0.043, 0.238, 1, 1
-0.028, -0.002, -0.043, 0.238, 0, 0.089, -0.264, -0.364, 0.510, 0, 3
-0.024, 0.040, -0.015, 0.022, 0, 0.029, -0.050, -0.356, 0.263, 0, 3
0.024, -0.046, 0.029, 0.048, 0, -0.220, -0.295, 0.278, 0.973, 0, 5
0.037, -0.040, -0.034, -0.040, 1, 0.488, 0.416, -0.090, 0.467, 1, 6
0.488, 0.416, -0.090, 0.467, 1, -0.008, -0.152, -0.477, -0.697, 0, 4
0.021, -0.030, 0.034, 0.027, 0, 0.072, -0.121, -0.306, 0.283, 0, 3
0.018, 0.002, -0.003, -0.038, 0, 0.470, 0.067, -0.059, 1.065, 1, 6
0.470, 0.067, -0.059, 1.065, 1, 0.466, 0.262, -0.054, 0.771, 1, 6
0.466, 0.262, -0.054, 0.771, 1, -0.033, -0.306, -0.434, -0.382, 0, 4
-0.005, -0.045, 0.033, -0.039, 0, -0.250, -0.294, 0.279, 0.887, 0, 5
-0.050, -0.013, -0.010, -0.014, 0, 0.402, 0.052, -0.066, 1.087, 1, 6
0.402, 0.052, -0.066, 1.087, 1, -0.109, -0.199, -0.108, -0.006, 1, 2
-0.109, -0.199, -0.108, -0.006, 0, -0.054, -0.208, -0.006, 0.270, 1, 0
-0.054, -0.208, -0.006, 0.270, 0, -0.106, -0.906, -0.435, 0.512, 0, 4
-0.047, -0.043, -0.024, -0.015, 0, 0.004, -0.133, -0.365, 0.223, 0, 3
-0.032, -0.022, -0.028, -0.016, 0, -0.276, -0.271, 0.219, 0.891, 0, 5
0.042, -0.027, 0.037, -0.032, 0, 0.041, -0.222, 0.036, 0.272, 1, 0
0.041, -0.222, 0.036, 0.272, 1, 0.489, 0.233, -0.014, 0.802, 1, 6
0.489, 0.233, -0.014, 0.802, 1, -0.032, 0.339, 0.027, -0.324, 1, 1
-0.032, 0.339, 0.027, -0.324, 0, -0.204, -0.083, 0.283, 0.640, 0, 5
0.049, 0.011, 0.034, -0.022, 0, 0.050, -0.184, 0.034, 0.281, 1, 0
0.050, -0.184, 0.034, 0.281, 1, -0.198, -0.043, 0.286, 0.622, 0, 5
0.032, -0.035, -0.040, 0.044, 0, 0.032, -0.229, -0.039, 0.324, 1, 0
0.032, -0.229, -0.039, 0.324, 0, -0.020, -0.927, -0.468, 0.554, 0, 4
-0.000, -0.047, 0.007, -0.049, 0, -0.070, -0.070, -0.009, 0.210, 1, 1
-0.070, -0.070, -0.009, 0.210, 0, -0.053, -0.941, -0.425, 0.490, 0, 4
0.032, 0.021, 0.003, 0.041, 0, -0.036, -0.002, -0.010, 0.299, 1, 1
-0.036, -0.002, -0.010, 0.299, 1, -0.026, -0.165, -0.093, 0.057, 1, 2
-0.026, -0.165, -0.093, 0.057, 0, -0.214, -0.228, 0.259, 0.962, 0, 5
0.021, -0.010, -0.041, -0.031, 0, -0.026, -0.707, -0.476, 0.198, 0, 4
0.008, -0.017, -0.007, 0.023, 0, -0.061, -0.039, -0.020, 0.278, 1, 1
-0.061, -0.039, -0.020, 0.278, 1, 0.004, -0.016, 0.000, 0.019, 1, 0
0.004, -0.016, 0.000, 0.019, 0, -0.065, -0.039, -0.014, 0.277, 1, 1
-0.065, -0.039, -0.014, 0.277, 1, -0.048, -0.519, -0.428, -0.030, 0, 4
-0.024, 0.042, 0.007, -0.020, 0, -0.091, 0.019, -0.007, 0.239, 1, 1
-0.091, 0.019, -0.007, 0.239, 1, 0.427, 0.302, -0.043, 0.795, 1, 6
0.427, 0.302, -0.043, 0.795, 1, 0.027, 0.341, -0.329, -0.352, 0, 3
-0.039, -0.038, 0.024, 0.025, 0, 0.413, 0.027, -0.031, 1.136, 1, 6
0.413, 0.027, -0.031, 1.136, 1, -0.113, 0.134, 0.016, 0.004, 1, 1
-0.113, 0.134, 0.016, 0.004, 0, 0.407, 0.026, -0.024, 1.153, 1, 6
0.407, 0.026, -0.024, 1.153, 1, -0.105, -0.226, -0.065, 0.074, 1, 2
-0.105, -0.226, -0.065, 0.074, 0, -0.098, -0.738, -0.396, 0.314, 0, 4
0.021, -0.034, 0.041, -0.007, 0, -0.049, -0.057, 0.027, 0.262, 1, 1
-0.049, -0.057, 0.027, 0.262, 1, -0.053, 0.137, 0.033, -0.017, 1, 1
-0.053, 0.137, 0.033, -0.017, 0, -0.033, -0.734, -0.388, 0.276, 0, 4
-0.036, -0.015, -0.049, -0.027, 0, 0.016, -0.104, -0.391, 0.203, 0, 3
-0.026, 0.015, -0.040, -0.022, 0, -0.269, -0.233, 0.207, 0.881, 1, 5
-0.269, -0.233, 0.207, 0.881, 1, -0.273, -0.038, 0.212, 0.576, 0, 5
-0.021, 0.034, -0.048, 0.031, 0, 0.432, 0.099, -0.103, 1.119, 1, 6
0.432, 0.099, -0.103, 1.119, 1, -0.079, -0.151, -0.144, 0.015, 1, 2
-0.079, -0.151, -0.144, 0.015, 0, -0.267, -0.213, 0.206, 0.903, 1, 5
-0.267, -0.213, 0.206, 0.903, 1, 0.026, 0.141, -0.376, -0.072, 0, 3
0.044, 0.018, -0.045, 0.020, 0, 0.496, 0.084, -0.100, 1.109, 1, 6
0.496, 0.084, -0.100, 1.109, 1, -0.028, 0.192, -0.053, -0.044, 1, 1
-0.028, 0.192, -0.053, -0.044, 0, -0.203, -0.229, 0.208, 0.895, 1, 5
-0.203, -0.229, 0.208, 0.895, 1, 0.089, 0.125, -0.374, -0.080, 0, 3
0.003, -0.005, 0.027, 0.010, 0, -0.241, -0.254, 0.274, 0.934, 0, 5
0.046, 0.010, 0.002, -0.035, 0, 0.098, -0.080, -0.339, 0.211, 0, 3
-0.032, 0.034, 0.017, -0.003, 0, 0.020, -0.056, -0.324, 0.248, 0, 3
0.049, 0.002, -0.021, 0.029, 0, 0.049, -0.192, -0.020, 0.315, 1, 0
0.049, -0.192, -0.020, 0.315, 1, -0.023, 0.176, -0.028, -0.019, 1, 1
-0.023, 0.176, -0.028, -0.019, 0, 0.498, 0.068, -0.069, 1.116, 1, 6
0.498, 0.068, -0.069, 1.116, 1, -0.202, -0.050, 0.240, 0.631, 0, 5
0.004, -0.036, -0.023, -0.042, 0, 0.003, -0.231, -0.024, 0.244, 1, 0
0.003, -0.231, -0.024, 0.244, 0, 0.050, -0.320, -0.360, 0.481, 0, 3
-0.007, -0.043, 0.002, 0.019, 0, -0.055, -0.741, -0.432, 0.263, 0, 4
-0.032, -0.030, 0.036, 0.025, 0, -0.101, -0.054, 0.023, 0.293, 1, 1
-0.101, -0.054, 0.023, 0.293, 1, 0.416, 0.229, -0.012, 0.859, 1, 6
0.416, 0.229, -0.012, 0.859, 1, -0.037, 0.163, 0.045, -0.231, 1, 0
-0.037, 0.163, 0.045, -0.231, 0, 0.018, 0.072, -0.301, 0.028, 0, 3
0.048, 0.036, -0.049, 0.025, 0, 0.101, -0.054, -0.389, 0.255, 0, 3
0.034, -0.016, -0.032, 0.006, 0, -0.021, -0.397, -0.135, 0.303, 1, 2
-0.021, -0.397, -0.135, 0.303, 0, 0.082, -0.300, -0.367, 0.524, 0, 3
0.023, 0.045, 0.016, 0.036, 0, -0.031, -0.337, -0.086, 0.348, 1, 2
-0.031, -0.337, -0.086, 0.348, 0, -0.047, -0.174, 0.009, 0.596, 1, 1
-0.047, -0.174, 0.009, 0.596, 1, 0.066, -0.046, -0.304, 0.300, 0, 3
