-0.046, 0.036, 0.031, -0.007, 0, -0.046, -0.160, 0.031, 0.295, 1.0
-0.046, -0.160, 0.031, 0.295, 1, -0.049, 0.035, 0.036, 0.012, 1.0
-0.049, 0.035, 0.036, 0.012, 0, -0.048, -0.161, 0.037, 0.316, 1.0
-0.048, -0.161, 0.037, 0.316, 1, -0.051, 0.034, 0.043, 0.035, 1.0
-0.051, 0.034, 0.043, 0.035, 0, -0.051, -0.162, 0.044, 0.341, 1.0
-0.051, -0.162, 0.044, 0.341, 1, -0.054, 0.033, 0.051, 0.062, 1.0
-0.054, 0.033, 0.051, 0.062, 0, -0.053, -0.163, 0.052, 0.371, 1.0
-0.053, -0.163, 0.052, 0.371, 1, -0.056, 0.031, 0.059, 0.095, 1.0
-0.056, 0.031, 0.059, 0.095, 1, -0.056, 0.225, 0.061, -0.179, 1.0
-0.056, 0.225, 0.061, -0.179, 0, -0.051, 0.029, 0.058, 0.133, 1.0
-0.051, 0.029, 0.058, 0.133, 1, -0.051, 0.224, 0.060, -0.141, 1.0
-0.051, 0.224, 0.060, -0.141, 0, -0.046, 0.028, 0.057, 0.170, 1.0
-0.046, 0.028, 0.057, 0.170, 1, -0.046, 0.222, 0.061, -0.104, 1.0
-0.046, 0.222, 0.061, -0.104, 0, -0.041, 0.026, 0.059, 0.207, 1.0
-0.041, 0.026, 0.059, 0.207, 1, -0.041, 0.220, 0.063, -0.067, 1.0
-0.041, 0.220, 0.063, -0.067, 0, -0.036, 0.024, 0.061, 0.245, 1.0
-0.036, 0.024, 0.061, 0.245, 1, -0.036, 0.219, 0.066, -0.028, 1.0
-0.036, 0.219, 0.066, -0.028, 0, -0.031, 0.023, 0.066, 0.285, 1.0
-0.031, 0.023, 0.066, 0.285, 1, -0.031, 0.217, 0.072, 0.014, 1.0
-0.031, 0.217, 0.072, 0.014, 1, -0.027, 0.411, 0.072, -0.255, 1.0
-0.027, 0.411, 0.072, -0.255, 0, -0.018, 0.215, 0.067, 0.059, 1.0
-0.018, 0.215, 0.067, 0.059, 1, -0.014, 0.409, 0.068, -0.212, 1.0
-0.014, 0.409, 0.068, -0.212, 0, -0.006, 0.213, 0.064, 0.101, 1.0
-0.006, 0.213, 0.064, 0.101, 1, -0.002, 0.407, 0.066, -0.170, 1.0
-0.002, 0.407, 0.066, -0.170, 0, 0.006, 0.211, 0.062, 0.142, 1.0
0.006, 0.211, 0.062, 0.142, 1, 0.011, 0.405, 0.065, -0.130, 1.0
0.011, 0.405, 0.065, -0.130, 0, 0.019, 0.209, 0.062, 0.182, 1.0
0.019, 0.209, 0.062, 0.182, 1, 0.023, 0.403, 0.066, -0.090, 1.0
0.023, 0.403, 0.066, -0.090, 0, 0.031, 0.207, 0.064, 0.223, 1.0
0.031, 0.207, 0.064, 0.223, 1, 0.035, 0.401, 0.069, -0.049, 1.0
0.035, 0.401, 0.069, -0.049, 0, 0.043, 0.205, 0.068, 0.265, 1.0
0.043, 0.205, 0.068, 0.265, 1, 0.047, 0.399, 0.073, -0.006, 1.0
0.047, 0.399, 0.073, -0.006, 1, 0.055, 0.593, 0.073, -0.275, 1.0
0.055, 0.593, 0.073, -0.275, 0, 0.067, 0.397, 0.067, 0.040, 1.0
0.067, 0.397, 0.067, 0.040, 1, 0.075, 0.591, 0.068, -0.231, 1.0
0.075, 0.591, 0.068, -0.231, 0, 0.087, 0.395, 0.064, 0.083, 1.0
0.087, 0.395, 0.064, 0.083, 1, 0.095, 0.590, 0.065, -0.189, 1.0
0.095, 0.590, 0.065, -0.189, 0, 0.107, 0.394, 0.062, 0.124, 1.0
0.107, 0.394, 0.062, 0.124, 1, 0.114, 0.588, 0.064, -0.149, 1.0
0.114, 0.588, 0.064, -0.149, 0, 0.126, 0.392, 0.061, 0.163, 1.0
0.126, 0.392, 0.061, 0.163, 1, 0.134, 0.586, 0.064, -0.110, 1.0
0.134, 0.586, 0.064, -0.110, 0, 0.146, 0.390, 0.062, 0.202, 1.0
