41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 74, 0, 0
74, 1, 94, 0, 3
94, 3, 75, 0, 4
75, 1, 95, 0, 3
95, 3, 86, 0, 4
86, 3, 97, 0, 3
97, 3, 88, 0, 4
88, 1, 88, 0, 4
88, 1, 97, 0, 1
97, 3, 97, 10, 1
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 73, 0, 1
73, 3, 75, 0, 5
75, 1, 75, 0, 4
75, 1, 94, 0, 1
94, 3, 86, 0, 4
86, 3, 97, 0, 3
97, 3, 98, 0, 3
98, 3, 98, 10, 3
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 73, 0, 1
73, 3, 75, 0, 5
75, 1, 95, 0, 3
95, 3, 76, 0, 4
76, 1, 96, 0, 5
96, 3, 96, 0, 1
96, 3, 99, 0, 2
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 64, 0, 4
64, 1, 83, 0, 1
83, 3, 85, 0, 5
85, 1, 95, 0, 3
95, 3, 96, 0, 5
96, 3, 87, 0, 4
87, 1, 98, 0, 2
98, 3, 98, 0, 5
98, 3, 98, 10, 5
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 73, 0, 1
73, 3, 65, 0, 4
65, 1, 95, 0, 3
95, 3, 76, 0, 4
76, 1, 86, 0, 4
86, 3, 97, 0, 3
97, 3, 97, 0, 1
97, 3, 97, 10, 1
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 75, 0, 2
75, 1, 83, 0, 1
83, 3, 75, 0, 4
75, 1, 95, 0, 5
95, 3, 96, 0, 3
96, 3, 98, 0, 2
98, 3, 97, 0, 1
97, 3, 97, 10, 1
