41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 74, 0, 0
74, 1, 84, 0, 0
84, 1, 94, 0, 0
94, 3, 95, 0, 0
95, 3, 96, 0, 0
96, 3, 97, 0, 0
97, 3, 98, 0, 0
98, 3, 98, 10, 0
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 74, 0, 0
74, 1, 84, 0, 0
84, 1, 94, 0, 0
94, 3, 95, 0, 0
95, 3, 96, 0, 0
96, 3, 97, 0, 0
97, 3, 98, 0, 0
98, 3, 98, 10, 0
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 74, 0, 0
74, 1, 84, 0, 0
84, 1, 94, 0, 0
94, 3, 95, 0, 0
95, 3, 96, 0, 0
96, 3, 97, 0, 0
97, 3, 98, 0, 0
98, 3, 98, 10, 0
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 74, 0, 0
74, 1, 84, 0, 0
84, 1, 94, 0, 0
94, 3, 95, 0, 0
95, 3, 96, 0, 0
96, 3, 97, 0, 0
97, 3, 98, 0, 0
98, 3, 98, 10, 0
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 74, 0, 0
74, 1, 84, 0, 0
84, 1, 94, 0, 0
94, 3, 95, 0, 0
95, 3, 96, 0, 0
96, 3, 97, 0, 0
97, 3, 98, 0, 0
98, 3, 98, 10, 0
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 1, 54, 0, 0
54, 1, 64, 0, 0
64, 1, 74, 0, 0
74, 1, 84, 0, 0
84, 1, 94, 0, 0
94, 3, 95, 0, 0
95, 3, 96, 0, 0
96, 3, 97, 0, 0
97, 3, 98, 0, 0
98, 3, 98, 10, 0
41, 3, 42, 0, 0
42, 3, 43, 0, 0
