-0.028, -0.002, 0.011, 0.037, 1, 0.024, 0.298, -0.329, -0.300, 0, 3
0.038, 0.012, -0.047, -0.006, 0, 0.090, -0.078, -0.388, 0.224, 0, 3
0.032, 0.005, -0.023, -0.010, 0, 0.084, -0.085, -0.364, 0.228, 0, 3
-0.039, 0.047, -0.024, -0.049, 0, 0.014, -0.042, -0.366, 0.188, 0, 3
-0.024, -0.013, 0.002, 0.044, 1, 0.028, 0.287, -0.337, -0.295, 0, 3
-0.027, -0.031, -0.036, 0.025, 0, 0.025, -0.120, -0.376, 0.259, 0, 3
-0.037, -0.005, 0.006, -0.032, 0, 0.015, -0.095, -0.336, 0.216, 0, 3
-0.009, -0.015, -0.001, 0.043, 1, 0.043, 0.285, -0.341, -0.298, 0, 3
-0.001, 0.037, 0.001, 0.023, 1, 0.052, 0.337, -0.340, -0.317, 0, 3
-0.024, -0.026, -0.035, -0.018, 0, 0.028, -0.115, -0.377, 0.216, 0, 3
-0.016, 0.045, -0.050, -0.028, 0, 0.037, -0.044, -0.391, 0.201, 0, 3
0.046, -0.003, 0.033, -0.044, 0, 0.098, -0.093, -0.309, 0.211, 0, 3
0.010, -0.037, 0.039, -0.033, 1, 0.061, 0.263, -0.303, -0.361, 0, 3
-0.009, 0.002, 0.017, 0.019, 1, 0.043, 0.302, -0.323, -0.316, 0, 3
0.007, 0.023, -0.050, 0.027, 0, 0.060, -0.066, -0.390, 0.257, 0, 3
0.048, 0.050, -0.010, 0.034, 0, 0.101, -0.040, -0.350, 0.276, 0, 3
0.045, -0.037, 0.012, -0.039, 0, 0.096, -0.128, -0.330, 0.210, 0, 3
0.021, 0.005, -0.036, 0.045, 0, 0.073, -0.085, -0.376, 0.279, 0, 3
-0.041, 0.020, -0.011, 0.019, 0, 0.011, -0.070, -0.351, 0.261, 0, 3
-0.036, -0.008, 0.007, 0.024, 1, 0.016, 0.292, -0.333, -0.314, 0, 3
0.033, 0.040, -0.048, 0.015, 0, 0.086, -0.049, -0.389, 0.245, 0, 3
-0.012, -0.046, 0.001, 0.024, 0, 0.039, -0.136, -0.339, 0.270, 0, 3
0.008, 0.027, 0.013, 0.039, 1, 0.061, 0.327, -0.327, -0.297, 0, 3
0.020, -0.040, 0.019, -0.012, 0, 0.071, -0.130, -0.322, 0.239, 0, 3
0.033, 0.041, 0.032, -0.017, 1, 0.086, 0.341, -0.309, -0.347, 0, 3
0.040, 0.033, -0.008, 0.023, 0, 0.092, -0.057, -0.348, 0.265, 0, 3
0.003, -0.004, 0.000, -0.013, 0, 0.055, -0.095, -0.341, 0.233, 0, 3
0.039, -0.041, -0.037, -0.025, 0, 0.090, -0.131, -0.378, 0.208, 0, 3
-0.015, -0.036, -0.046, -0.029, 0, 0.037, -0.126, -0.387, 0.202, 0, 3
-0.046, 0.025, -0.047, -0.024, 0, 0.006, -0.065, -0.388, 0.206, 0, 3
0.027, 0.008, 0.022, 0.031, 1, 0.080, 0.308, -0.318, -0.302, 0, 3
0.019, 0.013, 0.025, -0.020, 1, 0.071, 0.312, -0.316, -0.352, 0, 3
-0.048, 0.006, 0.025, -0.025, 1, 0.004, 0.305, -0.316, -0.357, 0, 3
-0.032, 0.050, -0.035, -0.024, 0, 0.021, -0.040, -0.376, 0.210, 0, 3
-0.006, -0.002, 0.032, -0.011, 1, 0.046, 0.297, -0.309, -0.341, 0, 3
0.048, 0.011, 0.040, -0.016, 1, 0.101, 0.311, -0.301, -0.343, 0, 3
0.030, 0.043, -0.043, 0.041, 0, 0.083, -0.046, -0.383, 0.273, 0, 3
-0.020, -0.028, 0.007, 0.046, 1, 0.031, 0.272, -0.332, -0.292, 0, 3
0.030, 0.012, 0.040, 0.027, 1, 0.083, 0.311, -0.301, -0.300, 0, 3
0.013, -0.042, 0.002, -0.006, 0, 0.064, -0.132, -0.338, 0.240, 0, 3
0.006, -0.020, -0.001, -0.033, 0, 0.058, -0.110, -0.342, 0.212, 0, 3
0.008, 0.033, -0.044, 0.015, 0, 0.061, -0.056, -0.384, 0.246, 0, 3
0.008, -0.018, 0.024, 0.009, 1, 0.059, 0.281, -0.316, -0.323, 0, 3
-0.047, -0.049, -0.018, -0.034, 0, 0.004, -0.139, -0.359, 0.206, 0, 3
-0.011, 0.031, 0.010, 0.015, 1, 0.042, 0.331, -0.330, -0.322, 0, 3
0.020, 0.038, -0.015, 0.024, 0, 0.073, -0.052, -0.355, 0.264, 0, 3
0.031, 0.035, -0.048, 0.039, 0, 0.083, -0.054, -0.388, 0.269, 0, 3
0.022, -0.006, -0.031, -0.003, 0, 0.074, -0.095, -0.371, 0.233, 0, 3
0.047, 0.030, 0.027, -0.017, 1, 0.100, 0.330, -0.314, -0.349, 0, 3
-0.036, 0.022, 0.015, 0.012, 1, 0.017, 0.321, -0.325, -0.323, 0, 3
0.025, -0.010, -0.008, 0.011, 0, 0.076, -0.101, -0.349, 0.253, 0, 3
0.029, 0.006, 0.018, -0.040, 0, 0.081, -0.084, -0.323, 0.211, 0, 3
-0.016, -0.019, -0.047, -0.047, 0, 0.036, -0.109, -0.389, 0.183, 0, 3
-0.037, -0.039, -0.009, 0.027, 0, 0.014, -0.129, -0.349, 0.269, 0, 3
-0.040, -0.039, -0.008, 0.001, 0, 0.011, -0.129, -0.348, 0.244, 0, 3
0.020, -0.050, -0.004, -0.022, 0, 0.071, -0.140, -0.345, 0.222, 0, 3
0.024, -0.006, 0.031, 0.000, 1, 0.076, 0.294, -0.310, -0.330, 0, 3
-0.011, -0.005, -0.015, 0.008, 0, 0.041, -0.095, -0.355, 0.248, 0, 3
0.045, -0.034, -0.041, 0.036, 0, 0.096, -0.123, -0.381, 0.268, 0, 3
0.038, -0.010, -0.034, -0.048, 0, 0.090, -0.100, -0.376, 0.186, 0, 3
-0.004, -0.013, 0.003, -0.011, 0, 0.048, -0.104, -0.338, 0.236, 0, 3
-0.032, 0.036, 0.035, 0.012, 1, 0.021, 0.335, -0.305, -0.317, 0, 3
0.050, -0.027, -0.044, -0.027, 0, 0.101, -0.117, -0.385, 0.204, 0, 3
