-0.026, -0.026, -0.004, -0.048, 0, -0.027, -0.221, -0.005, 0.244, 1.0
-0.027, -0.221, -0.005, 0.244, 1, -0.031, -0.026, 0.000, -0.051, 1.0
-0.031, -0.026, 0.000, -0.051, 0, -0.032, -0.221, -0.001, 0.242, 1.0
-0.032, -0.221, -0.001, 0.242, 1, -0.036, -0.026, 0.004, -0.051, 1.0
-0.036, -0.026, 0.004, -0.051, 0, -0.037, -0.221, 0.003, 0.243, 1.0
-0.037, -0.221, 0.003, 0.243, 1, -0.041, -0.026, 0.008, -0.048, 1.0
-0.041, -0.026, 0.008, -0.048, 1, -0.042, 0.169, 0.007, -0.339, 1.0
-0.042, 0.169, 0.007, -0.339, 0, -0.038, -0.026, 0.000, -0.044, 1.0
-0.038, -0.026, 0.000, -0.044, 0, -0.039, -0.221, -0.001, 0.249, 1.0
-0.039, -0.221, -0.001, 0.249, 1, -0.043, -0.026, 0.004, -0.044, 1.0
-0.043, -0.026, 0.004, -0.044, 1, -0.044, 0.169, 0.003, -0.335, 1.0
-0.044, 0.169, 0.003, -0.335, 0, -0.040, -0.026, -0.003, -0.042, 1.0
-0.040, -0.026, -0.003, -0.042, 0, -0.041, -0.221, -0.004, 0.250, 1.0
-0.041, -0.221, -0.004, 0.250, 1, -0.045, -0.026, 0.001, -0.044, 1.0
-0.045, -0.026, 0.001, -0.044, 1, -0.046, 0.169, -0.000, -0.336, 1.0
-0.046, 0.169, -0.000, -0.336, 0, -0.042, -0.026, -0.007, -0.044, 1.0
-0.042, -0.026, -0.007, -0.044, 0, -0.043, -0.221, -0.008, 0.247, 1.0
-0.043, -0.221, -0.008, 0.247, 1, -0.047, -0.026, -0.003, -0.048, 1.0
-0.047, -0.026, -0.003, -0.048, 0, -0.048, -0.221, -0.004, 0.244, 1.0
-0.048, -0.221, -0.004, 0.244, 1, -0.052, -0.026, 0.001, -0.050, 1.0
-0.052, -0.026, 0.001, -0.050, 1, -0.053, 0.170, 0.000, -0.343, 1.0
-0.053, 0.170, 0.000, -0.343, 0, -0.049, -0.026, -0.007, -0.050, 1.0
-0.049, -0.026, -0.007, -0.050, 0, -0.050, -0.221, -0.008, 0.241, 1.0
-0.050, -0.221, -0.008, 0.241, 1, -0.054, -0.025, -0.003, -0.054, 1.0
-0.054, -0.025, -0.003, -0.054, 0, -0.055, -0.220, -0.004, 0.237, 1.0
-0.055, -0.220, -0.004, 0.237, 1, -0.059, -0.025, 0.001, -0.056, 1.0
-0.059, -0.025, 0.001, -0.056, 1, -0.060, 0.170, -0.000, -0.349, 1.0
-0.060, 0.170, -0.000, -0.349, 0, -0.056, -0.025, -0.007, -0.056, 1.0
-0.056, -0.025, -0.007, -0.056, 0, -0.057, -0.220, -0.008, 0.234, 1.0
-0.057, -0.220, -0.008, 0.234, 1, -0.061, -0.025, -0.004, -0.061, 1.0
-0.061, -0.025, -0.004, -0.061, 0, -0.062, -0.220, -0.005, 0.230, 1.0
-0.062, -0.220, -0.005, 0.230, 1, -0.066, -0.025, -0.000, -0.064, 1.0
-0.066, -0.025, -0.000, -0.064, 0, -0.067, -0.220, -0.002, 0.229, 1.0
-0.067, -0.220, -0.002, 0.229, 1, -0.071, -0.025, 0.003, -0.065, 1.0
-0.071, -0.025, 0.003, -0.065, 1, -0.071, 0.170, 0.002, -0.356, 1.0
-0.071, 0.170, 0.002, -0.356, 0, -0.068, -0.025, -0.005, -0.063, 1.0
-0.068, -0.025, -0.005, -0.063, 0, -0.069, -0.220, -0.007, 0.228, 1.0
-0.069, -0.220, -0.007, 0.228, 1, -0.073, -0.025, -0.002, -0.067, 1.0
-0.073, -0.025, -0.002, -0.067, 0, -0.073, -0.220, -0.004, 0.225, 1.0
-0.073, -0.220, -0.004, 0.225, 1, -0.078, -0.025, 0.001, -0.069, 1.0
-0.078, -0.025, 0.001, -0.069, 1, -0.078, 0.170, -0.000, -0.361, 1.0
-0.078, 0.170, -0.000, -0.361, 0, -0.075, -0.025, -0.008, -0.069, 1.0
-0.075, -0.025, -0.008, -0.069, 0, -0.075, -0.220, -0.009, 0.222, 1.0
-0.075, -0.220, -0.009, 0.222, 1, -0.080, -0.024, -0.005, -0.074, 1.0
-0.080, -0.024, -0.005, -0.074, 0, -0.080, -0.220, -0.006, 0.217, 1.0
-0.080, -0.220, -0.006, 0.217, 1, -0.085, -0.024, -0.002, -0.077, 1.0
-0.085, -0.024, -0.002, -0.077, 0, -0.085, -0.219, -0.003, 0.215, 1.0
-0.085, -0.219, -0.003, 0.215, 1, -0.090, -0.024, 0.001, -0.079, 1.0
-0.090, -0.024, 0.001, -0.079, 1, -0.090, 0.171, -0.001, -0.371, 1.0
-0.090, 0.171, -0.001, -0.371, 0, -0.087, -0.024, -0.008, -0.079, 1.0
-0.087, -0.024, -0.008, -0.079, 0, -0.087, -0.219, -0.010, 0.211, 1.0
-0.087, -0.219, -0.010, 0.211, 1, -0.091, -0.024, -0.005, -0.084, 1.0
-0.091, -0.024, -0.005, -0.084, 0, -0.092, -0.219, -0.007, 0.207, 1.0
-0.092, -0.219, -0.007, 0.207, 1, -0.096, -0.024, -0.003, -0.088, 1.0
-0.096, -0.024, -0.003, -0.088, 0, -0.097, -0.219, -0.005, 0.204, 1.0
-0.097, -0.219, -0.005, 0.204, 1, -0.101, -0.024, -0.001, -0.090, 1.0
-0.101, -0.024, -0.001, -0.090, 0, -0.102, -0.219, -0.002, 0.202, 1.0
-0.102, -0.219, -0.002, 0.202, 1, -0.106, -0.024, 0.002, -0.091, 1.0
-0.106, -0.024, 0.002, -0.091, 1, -0.107, 0.171, -0.000, -0.384, 1.0
-0.107, 0.171, -0.000, -0.384, 0, -0.103, -0.024, -0.008, -0.091, 1.0
-0.103, -0.024, -0.008, -0.091, 0, -0.104, -0.219, -0.010, 0.199, 1.0
-0.104, -0.219, -0.010, 0.199, 1, -0.108, -0.023, -0.006, -0.096, 1.0
-0.108, -0.023, -0.006, -0.096, 0, -0.108, -0.219, -0.008, 0.195, 1.0
-0.108, -0.219, -0.008, 0.195, 1, -0.113, -0.023, -0.004, -0.101, 1.0
-0.113, -0.023, -0.004, -0.101, 0, -0.113, -0.218, -0.006, 0.191, 1.0
-0.113, -0.218, -0.006, 0.191, 1, -0.118, -0.023, -0.002, -0.104, 1.0
-0.118, -0.023, -0.002, -0.104, 0, -0.118, -0.218, -0.004, 0.189, 1.0
-0.118, -0.218, -0.004, 0.189, 1, -0.122, -0.023, -0.000, -0.105, 1.0
-0.122, -0.023, -0.000, -0.105, 0, -0.123, -0.218, -0.002, 0.187, 1.0
-0.123, -0.218, -0.002, 0.187, 1, -0.127, -0.023, 0.001, -0.106, 1.0
-0.127, -0.023, 0.001, -0.106, 1, -0.128, 0.172, -0.001, -0.398, 1.0
-0.128, 0.172, -0.001, -0.398, 0, -0.124, -0.023, -0.009, -0.106, 1.0
-0.124, -0.023, -0.009, -0.106, 0, -0.125, -0.218, -0.011, 0.184, 1.0
-0.125, -0.218, -0.011, 0.184, 1, -0.129, -0.023, -0.007, -0.112, 1.0
-0.129, -0.023, -0.007, -0.112, 0, -0.130, -0.218, -0.009, 0.178, 1.0
-0.130, -0.218, -0.009, 0.178, 1, -0.134, -0.023, -0.006, -0.117, 1.0
-0.134, -0.023, -0.006, -0.117, 0, -0.134, -0.218, -0.008, 0.174, 1.0
-0.134, -0.218, -0.008, 0.174, 1, -0.139, -0.022, -0.005, -0.121, 1.0
-0.139, -0.022, -0.005, -0.121, 0, -0.139, -0.217, -0.007, 0.170, 1.0
-0.139, -0.217, -0.007, 0.170, 1, -0.144, -0.022, -0.004, -0.125, 1.0
-0.144, -0.022, -0.004, -0.125, 0, -0.144, -0.217, -0.006, 0.166, 1.0
-0.144, -0.217, -0.006, 0.166, 1, -0.148, -0.022, -0.003, -0.128, 1.0
-0.148, -0.022, -0.003, -0.128, 0, -0.149, -0.217, -0.005, 0.164, 1.0
-0.149, -0.217, -0.005, 0.164, 1, -0.153, -0.022, -0.002, -0.131, 1.0
-0.153, -0.022, -0.002, -0.131, 0, -0.154, -0.217, -0.005, 0.161, 1.0
-0.154, -0.217, -0.005, 0.161, 1, -0.158, -0.022, -0.001, -0.133, 1.0
-0.158, -0.022, -0.001, -0.133, 0, -0.158, -0.217, -0.004, 0.159, 1.0
-0.158, -0.217, -0.004, 0.159, 1, -0.163, -0.022, -0.001, -0.135, 1.0
-0.163, -0.022, -0.001, -0.135, 0, -0.163, -0.217, -0.004, 0.158, 1.0
-0.163, -0.217, -0.004, 0.158, 1, -0.167, -0.022, -0.001, -0.136, 1.0
-0.167, -0.022, -0.001, -0.136, 0, -0.168, -0.217, -0.003, 0.156, 1.0
-0.168, -0.217, -0.003, 0.156, 1, -0.172, -0.022, -0.000, -0.137, 1.0
-0.172, -0.022, -0.000, -0.137, 0, -0.173, -0.217, -0.003, 0.155, 1.0
-0.173, -0.217, -0.003, 0.155, 1, -0.177, -0.022, 0.000, -0.138, 1.0
-0.177, -0.022, 0.000, -0.138, 0, -0.177, -0.217, -0.003, 0.154, 1.0
-0.177, -0.217, -0.003, 0.154, 1, -0.182, -0.022, 0.001, -0.139, 1.0
-0.182, -0.022, 0.001, -0.139, 1, -0.182, 0.174, -0.002, -0.432, 1.0
-0.182, 0.174, -0.002, -0.432, 0, -0.179, -0.022, -0.011, -0.140, 1.0
-0.179, -0.022, -0.011, -0.140, 0, -0.179, -0.216, -0.014, 0.150, 1.0
-0.179, -0.216, -0.014, 0.150, 1, -0.183, -0.021, -0.011, -0.147, 1.0
-0.183, -0.021, -0.011, -0.147, 0, -0.184, -0.216, -0.014, 0.142, 1.0
-0.184, -0.216, -0.014, 0.142, 1, -0.188, -0.021, -0.011, -0.155, 1.0
-0.188, -0.021, -0.011, -0.155, 0, -0.189, -0.216, -0.014, 0.134, 1.0
-0.189, -0.216, -0.014, 0.134, 1, -0.193, -0.020, -0.011, -0.163, 1.0
-0.193, -0.020, -0.011, -0.163, 0, -0.193, -0.215, -0.014, 0.126, 1.0
-0.193, -0.215, -0.014, 0.126, 1, -0.198, -0.020, -0.012, -0.171, 1.0
-0.198, -0.020, -0.012, -0.171, 0, -0.198, -0.215, -0.015, 0.118, 1.0
-0.198, -0.215, -0.015, 0.118, 1, -0.202, -0.020, -0.013, -0.179, 1.0
-0.202, -0.020, -0.013, -0.179, 0, -0.203, -0.215, -0.017, 0.109, 1.0
-0.203, -0.215, -0.017, 0.109, 1, -0.207, -0.019, -0.014, -0.189, 1.0
-0.207, -0.019, -0.014, -0.189, 0, -0.207, -0.214, -0.018, 0.100, 1.0
-0.207, -0.214, -0.018, 0.100, 1, -0.212, -0.019, -0.016, -0.199, 1.0
-0.212, -0.019, -0.016, -0.199, 0, -0.212, -0.214, -0.020, 0.089, 1.0
-0.212, -0.214, -0.020, 0.089, 1, -0.216, -0.018, -0.018, -0.210, 1.0
-0.216, -0.018, -0.018, -0.210, 0, -0.217, -0.213, -0.023, 0.077, 1.0
-0.217, -0.213, -0.023, 0.077, 1, -0.221, -0.018, -0.021, -0.223, 1.0
-0.221, -0.018, -0.021, -0.223, 0, -0.221, -0.213, -0.025, 0.063, 1.0
-0.221, -0.213, -0.025, 0.063, 1, -0.226, -0.017, -0.024, -0.238, 1.0
-0.226, -0.017, -0.024, -0.238, 0, -0.226, -0.212, -0.029, 0.047, 1.0
-0.226, -0.212, -0.029, 0.047, 1, -0.230, -0.016, -0.028, -0.254, 1.0
-0.230, -0.016, -0.028, -0.254, 0, -0.231, -0.211, -0.033, 0.029, 1.0
-0.231, -0.211, -0.033, 0.029, 1, -0.235, -0.015, -0.032, -0.273, 1.0
-0.235, -0.015, -0.032, -0.273, 0, -0.235, -0.210, -0.038, 0.009, 1.0
-0.235, -0.210, -0.038, 0.009, 1, -0.239, -0.014, -0.038, -0.296, 1.0
-0.239, -0.014, -0.038, -0.296, 0, -0.240, -0.209, -0.044, -0.015, 1.0
-0.240, -0.209, -0.044, -0.015, 1, -0.244, -0.013, -0.044, -0.321, 1.0
-0.244, -0.013, -0.044, -0.321, 0, -0.244, -0.208, -0.050, -0.043, 1.0
-0.244, -0.208, -0.050, -0.043, 1, -0.248, -0.012, -0.051, -0.351, 1.0
