0.001, 0.004, -0.019, 0.042, 0, 0.001, -0.191, -0.018, 0.329, 1.0
0.001, -0.191, -0.018, 0.329, 1, -0.003, 0.005, -0.011, 0.031, 1.0
-0.003, 0.005, -0.011, 0.031, 0, -0.003, -0.190, -0.011, 0.320, 1.0
-0.003, -0.190, -0.011, 0.320, 1, -0.007, 0.005, -0.004, 0.024, 1.0
-0.007, 0.005, -0.004, 0.024, 0, -0.006, -0.190, -0.004, 0.315, 1.0
-0.006, -0.190, -0.004, 0.315, 1, -0.010, 0.005, 0.003, 0.021, 1.0
-0.010, 0.005, 0.003, 0.021, 0, -0.010, -0.190, 0.003, 0.315, 1.0
-0.010, -0.190, 0.003, 0.315, 1, -0.014, 0.005, 0.009, 0.023, 1.0
-0.014, 0.005, 0.009, 0.023, 0, -0.014, -0.190, 0.010, 0.319, 1.0
-0.014, -0.190, 0.010, 0.319, 1, -0.018, 0.005, 0.016, 0.029, 1.0
-0.018, 0.005, 0.016, 0.029, 0, -0.018, -0.190, 0.017, 0.327, 1.0
-0.018, -0.190, 0.017, 0.327, 1, -0.021, 0.004, 0.023, 0.039, 1.0
-0.021, 0.004, 0.023, 0.039, 0, -0.021, -0.191, 0.024, 0.339, 1.0
-0.021, -0.191, 0.024, 0.339, 1, -0.025, 0.004, 0.031, 0.054, 1.0
-0.025, 0.004, 0.031, 0.054, 1, -0.025, 0.198, 0.032, -0.228, 1.0
-0.025, 0.198, 0.032, -0.228, 0, -0.021, 0.003, 0.027, 0.074, 1.0
-0.021, 0.003, 0.027, 0.074, 1, -0.021, 0.198, 0.029, -0.210, 1.0
-0.021, 0.198, 0.029, -0.210, 0, -0.017, 0.002, 0.025, 0.092, 1.0
-0.017, 0.002, 0.025, 0.092, 1, -0.017, 0.197, 0.026, -0.193, 1.0
-0.017, 0.197, 0.026, -0.193, 0, -0.013, 0.001, 0.023, 0.108, 1.0
-0.013, 0.001, 0.023, 0.108, 1, -0.013, 0.196, 0.025, -0.178, 1.0
-0.013, 0.196, 0.025, -0.178, 0, -0.009, 0.001, 0.021, 0.123, 1.0
-0.009, 0.001, 0.021, 0.123, 1, -0.009, 0.195, 0.024, -0.163, 1.0
-0.009, 0.195, 0.024, -0.163, 0, -0.005, 0.000, 0.020, 0.137, 1.0
-0.005, 0.000, 0.020, 0.137, 1, -0.005, 0.195, 0.023, -0.149, 1.0
-0.005, 0.195, 0.023, -0.149, 0, -0.001, -0.001, 0.020, 0.151, 1.0
-0.001, -0.001, 0.020, 0.151, 1, -0.001, 0.194, 0.023, -0.136, 1.0
-0.001, 0.194, 0.023, -0.136, 0, 0.003, -0.001, 0.020, 0.164, 1.0
0.003, -0.001, 0.020, 0.164, 1, 0.003, 0.194, 0.024, -0.122, 1.0
0.003, 0.194, 0.024, -0.122, 0, 0.006, -0.002, 0.021, 0.178, 1.0
0.006, -0.002, 0.021, 0.178, 1, 0.006, 0.193, 0.025, -0.108, 1.0
0.006, 0.193, 0.025, -0.108, 0, 0.010, -0.003, 0.023, 0.193, 1.0
0.010, -0.003, 0.023, 0.193, 1, 0.010, 0.192, 0.027, -0.093, 1.0
0.010, 0.192, 0.027, -0.093, 0, 0.014, -0.003, 0.025, 0.208, 1.0
0.014, -0.003, 0.025, 0.208, 1, 0.014, 0.192, 0.029, -0.076, 1.0
0.014, 0.192, 0.029, -0.076, 0, 0.018, -0.004, 0.027, 0.225, 1.0
0.018, -0.004, 0.027, 0.225, 1, 0.018, 0.191, 0.032, -0.059, 1.0
0.018, 0.191, 0.032, -0.059, 0, 0.022, -0.005, 0.031, 0.244, 1.0
0.022, -0.005, 0.031, 0.244, 1, 0.021, 0.190, 0.036, -0.039, 1.0
0.021, 0.190, 0.036, -0.039, 0, 0.025, -0.006, 0.035, 0.265, 1.0
0.025, -0.006, 0.035, 0.265, 1, 0.025, 0.189, 0.040, -0.017, 1.0
0.025, 0.189, 0.040, -0.017, 1, 0.029, 0.383, 0.040, -0.297, 1.0
0.029, 0.383, 0.040, -0.297, 0, 0.037, 0.188, 0.034, 0.008, 1.0
0.037, 0.188, 0.034, 0.008, 1, 0.040, 0.382, 0.034, -0.273, 1.0
0.040, 0.382, 0.034, -0.273, 0, 0.048, 0.187, 0.029, 0.030, 1.0
0.048, 0.187, 0.029, 0.030, 1, 0.052, 0.381, 0.029, -0.254, 1.0
0.052, 0.381, 0.029, -0.254, 0, 0.059, 0.186, 0.024, 0.048, 1.0
0.059, 0.186, 0.024, 0.048, 1, 0.063, 0.381, 0.025, -0.237, 1.0
0.063, 0.381, 0.025, -0.237, 0, 0.071, 0.185, 0.020, 0.063, 1.0
0.071, 0.185, 0.020, 0.063, 1, 0.074, 0.380, 0.022, -0.223, 1.0
0.074, 0.380, 0.022, -0.223, 0, 0.082, 0.185, 0.017, 0.077, 1.0
0.082, 0.185, 0.017, 0.077, 1, 0.086, 0.379, 0.019, -0.211, 1.0
0.086, 0.379, 0.019, -0.211, 0, 0.093, 0.184, 0.014, 0.088, 1.0
0.093, 0.184, 0.014, 0.088, 1, 0.097, 0.379, 0.016, -0.200, 1.0
0.097, 0.379, 0.016, -0.200, 0, 0.105, 0.184, 0.012, 0.098, 1.0
0.105, 0.184, 0.012, 0.098, 1, 0.108, 0.379, 0.014, -0.191, 1.0
0.108, 0.379, 0.014, -0.191, 0, 0.116, 0.183, 0.010, 0.106, 1.0
0.116, 0.183, 0.010, 0.106, 1, 0.119, 0.378, 0.012, -0.184, 1.0
0.119, 0.378, 0.012, -0.184, 0, 0.127, 0.183, 0.009, 0.113, 1.0
0.127, 0.183, 0.009, 0.113, 1, 0.131, 0.378, 0.011, -0.177, 1.0
0.131, 0.378, 0.011, -0.177, 0, 0.138, 0.183, 0.007, 0.119, 1.0
0.138, 0.183, 0.007, 0.119, 1, 0.142, 0.378, 0.010, -0.171, 1.0
0.142, 0.378, 0.010, -0.171, 0, 0.149, 0.182, 0.006, 0.125, 1.0
0.149, 0.182, 0.006, 0.125, 1, 0.153, 0.377, 0.009, -0.166, 1.0
