-0.039, 0.005, 0.001, 0.020, 0, -0.094, -0.376, -0.102, 0.328, 1, 2
-0.094, -0.376, -0.102, 0.328, 1, -0.287, -0.049, 0.255, 0.644, 0, 5
0.033, 0.011, 0.038, 0.037, 1, 0.034, 0.205, 0.039, -0.243, 1, 0
0.034, 0.205, 0.039, -0.243, 0, 0.038, 0.010, 0.034, 0.062, 1, 0
0.038, 0.010, 0.034, 0.062, 1, -0.017, 0.018, -0.067, -0.205, 1, 2
-0.017, 0.018, -0.067, -0.205, 0, 0.042, 0.009, 0.031, 0.084, 1, 0
0.042, 0.009, 0.031, 0.084, 1, 0.094, 0.308, -0.308, -0.246, 0, 3
0.013, 0.016, -0.017, 0.039, 0, 0.014, -0.179, -0.016, 0.326, 1, 0
0.014, -0.179, -0.016, 0.326, 1, -0.059, 0.189, -0.024, -0.007, 1, 1
-0.059, 0.189, -0.024, -0.007, 0, -0.233, -0.233, 0.238, 0.941, 0, 5
-0.044, 0.044, -0.036, -0.005, 0, -0.287, -0.205, 0.211, 0.899, 0, 5
0.000, -0.020, 0.043, 0.025, 1, 0.452, 0.435, -0.011, 0.557, 1, 6
0.452, 0.435, -0.011, 0.557, 1, -0.044, -0.134, -0.396, -0.582, 0, 4
-0.036, 0.020, -0.048, -0.030, 0, -0.083, -0.677, -0.484, 0.198, 0, 4
0.018, -0.016, -0.019, -0.004, 0, -0.029, -0.714, -0.454, 0.233, 0, 4
0.012, -0.039, -0.043, 0.002, 0, 0.464, 0.027, -0.099, 1.092, 1, 6
0.464, 0.027, -0.099, 1.092, 1, -0.040, -0.541, -0.473, -0.075, 0, 4
0.012, -0.050, -0.028, -0.044, 0, 0.063, -0.140, -0.370, 0.192, 0, 3
0.021, -0.023, -0.000, 0.033, 0, -0.035, -0.404, -0.103, 0.339, 1, 2
-0.035, -0.404, -0.103, 0.339, 1, 0.068, 0.082, -0.334, -0.015, 0, 3
-0.042, -0.038, -0.015, 0.036, 0, -0.111, -0.061, -0.028, 0.289, 1, 1
-0.111, -0.061, -0.028, 0.289, 1, -0.047, -0.038, -0.008, 0.027, 1, 0
-0.047, -0.038, -0.008, 0.027, 0, -0.292, -0.287, 0.240, 0.940, 0, 5
-0.003, 0.041, -0.032, -0.023, 0, -0.070, 0.019, -0.046, 0.224, 1, 1
-0.070, 0.019, -0.046, 0.224, 1, -0.052, -0.461, -0.462, -0.092, 0, 4
0.029, -0.029, 0.002, 0.032, 0, -0.019, -0.727, -0.432, 0.275, 0, 4
-0.009, 0.029, -0.017, -0.033, 0, -0.077, 0.007, -0.032, 0.218, 1, 1
-0.077, 0.007, -0.032, 0.218, 1, 0.440, 0.290, -0.068, 0.767, 1, 6
0.440, 0.290, -0.068, 0.767, 1, 0.441, 0.485, -0.069, 0.470, 1, 6
0.441, 0.485, -0.069, 0.470, 1, 0.446, 0.680, -0.075, 0.174, 1, 6
0.446, 0.680, -0.075, 0.174, 1, -0.242, 0.562, 0.214, -0.313, 0, 5
0.010, -0.042, 0.023, 0.030, 0, 0.009, -0.238, 0.023, 0.330, 1, 0
0.009, -0.238, 0.023, 0.330, 1, 0.056, 0.062, -0.311, -0.003, 0, 3
-0.043, 0.015, 0.046, -0.029, 0, -0.098, -0.367, -0.058, 0.292, 1, 2
-0.098, -0.367, -0.058, 0.292, 1, -0.047, 0.014, 0.051, -0.000, 1, 0
-0.047, 0.014, 0.051, -0.000, 0, -0.094, -0.685, -0.384, 0.258, 0, 4
-0.042, 0.037, -0.023, -0.025, 0, -0.042, -0.157, -0.024, 0.260, 1, 0
-0.042, -0.157, -0.024, 0.260, 1, -0.092, -0.465, -0.454, -0.090, 0, 4
-0.003, 0.033, 0.018, -0.008, 0, -0.058, -0.349, -0.085, 0.305, 1, 2
-0.058, -0.349, -0.085, 0.305, 1, -0.074, 0.205, 0.010, -0.032, 1, 1
-0.074, 0.205, 0.010, -0.032, 0, 0.047, -0.058, -0.317, 0.257, 0, 3
-0.042, -0.046, -0.001, -0.043, 0, -0.098, -0.428, -0.105, 0.264, 1, 2
-0.098, -0.428, -0.105, 0.264, 0, -0.116, -0.264, -0.011, 0.506, 1, 1
-0.116, -0.264, -0.011, 0.506, 1, -0.112, -0.428, -0.089, 0.264, 1, 2
-0.112, -0.428, -0.089, 0.264, 0, -0.305, -0.490, 0.266, 1.170, 0, 5
0.044, 0.048, 0.044, 0.035, 1, 0.045, 0.242, 0.044, -0.244, 1, 0
0.045, 0.242, 0.044, -0.244, 0, 0.003, -0.456, -0.396, 0.013, 0, 4
-0.038, 0.001, -0.001, -0.024, 0, 0.014, -0.089, -0.342, 0.221, 0, 3
-0.007, 0.032, 0.019, 0.027, 0, -0.006, -0.163, 0.020, 0.325, 1, 0
-0.006, -0.163, 0.020, 0.325, 1, -0.056, -0.471, -0.409, -0.011, 0, 4
0.009, -0.020, 0.047, 0.047, 1, -0.039, -0.329, -0.387, -0.280, 0, 4
0.050, -0.025, 0.046, 0.046, 1, 0.049, 0.169, 0.047, -0.232, 1, 0
0.049, 0.169, 0.047, -0.232, 0, 0.053, -0.026, 0.042, 0.075, 1, 0
0.053, -0.026, 0.042, 0.075, 1, -0.003, -0.018, -0.059, -0.189, 1, 2
-0.003, -0.018, -0.059, -0.189, 0, 0.055, -0.028, 0.040, 0.103, 1, 0
0.055, -0.028, 0.040, 0.103, 1, 0.055, 0.167, 0.042, -0.177, 1, 0
