0.019, -0.000, -0.029, -0.007, 0, 0.019, -0.195, -0.029, 0.277, 1.0
0.019, -0.195, -0.029, 0.277, 1, 0.015, 0.001, -0.023, -0.025, 1.0
0.015, 0.001, -0.023, -0.025, 0, 0.015, -0.194, -0.024, 0.260, 1.0
0.015, -0.194, -0.024, 0.260, 1, 0.011, 0.001, -0.018, -0.040, 1.0
0.011, 0.001, -0.018, -0.040, 0, 0.011, -0.193, -0.019, 0.247, 1.0
0.011, -0.193, -0.019, 0.247, 1, 0.007, 0.002, -0.014, -0.052, 1.0
0.007, 0.002, -0.014, -0.052, 0, 0.007, -0.193, -0.015, 0.236, 1.0
0.007, -0.193, -0.015, 0.236, 1, 0.003, 0.002, -0.011, -0.061, 1.0
0.003, 0.002, -0.011, -0.061, 0, 0.004, -0.193, -0.012, 0.228, 1.0
0.004, -0.193, -0.012, 0.228, 1, -0.000, 0.003, -0.007, -0.068, 1.0
-0.000, 0.003, -0.007, -0.068, 0, -0.000, -0.192, -0.009, 0.222, 1.0
-0.000, -0.192, -0.009, 0.222, 1, -0.004, 0.003, -0.004, -0.073, 1.0
-0.004, 0.003, -0.004, -0.073, 0, -0.004, -0.192, -0.006, 0.218, 1.0
-0.004, -0.192, -0.006, 0.218, 1, -0.008, 0.003, -0.001, -0.076, 1.0
-0.008, 0.003, -0.001, -0.076, 0, -0.008, -0.192, -0.003, 0.216, 1.0
-0.008, -0.192, -0.003, 0.216, 1, -0.012, 0.003, 0.002, -0.077, 1.0
-0.012, 0.003, 0.002, -0.077, 0, -0.012, -0.192, -0.000, 0.216, 1.0
-0.012, -0.192, -0.000, 0.216, 1, -0.015, 0.003, 0.004, -0.077, 1.0
-0.015, 0.003, 0.004, -0.077, 0, -0.015, -0.192, 0.003, 0.217, 1.0
-0.015, -0.192, 0.003, 0.217, 1, -0.019, 0.003, 0.007, -0.075, 1.0
-0.019, 0.003, 0.007, -0.075, 0, -0.019, -0.192, 0.006, 0.220, 1.0
-0.019, -0.192, 0.006, 0.220, 1, -0.023, 0.003, 0.010, -0.071, 1.0
-0.023, 0.003, 0.010, -0.071, 0, -0.023, -0.192, 0.009, 0.225, 1.0
-0.023, -0.192, 0.009, 0.225, 1, -0.027, 0.003, 0.013, -0.065, 1.0
-0.027, 0.003, 0.013, -0.065, 0, -0.027, -0.193, 0.012, 0.232, 1.0
-0.027, -0.193, 0.012, 0.232, 1, -0.031, 0.002, 0.016, -0.057, 1.0
-0.031, 0.002, 0.016, -0.057, 0, -0.031, -0.193, 0.015, 0.241, 1.0
-0.031, -0.193, 0.015, 0.241, 1, -0.034, 0.002, 0.020, -0.047, 1.0
-0.034, 0.002, 0.020, -0.047, 1, -0.034, 0.197, 0.019, -0.333, 1.0
-0.034, 0.197, 0.019, -0.333, 0, -0.030, 0.001, 0.013, -0.035, 1.0
-0.030, 0.001, 0.013, -0.035, 0, -0.030, -0.194, 0.012, 0.262, 1.0
