-0.004, -0.013, 0.002, 0.040, 1, -0.248, 0.128, 0.250, 0.371, 0, 5
0.004, 0.029, 0.048, 0.015, 1, 0.457, 0.484, -0.007, 0.549, 1, 6
0.457, 0.484, -0.007, 0.549, 1, 0.061, 0.523, -0.298, -0.586, 0, 3
-0.049, -0.015, 0.001, 0.049, 1, -0.118, 0.353, -0.012, -0.279, 1, 1
-0.118, 0.353, -0.012, -0.279, 0, -0.046, -0.015, -0.003, 0.050, 1, 0
-0.046, -0.015, -0.003, 0.050, 1, -0.046, 0.180, -0.002, -0.243, 1, 0
-0.046, 0.180, -0.002, -0.243, 0, -0.042, -0.015, -0.006, 0.049, 1, 0
-0.042, -0.015, -0.006, 0.049, 1, -0.286, 0.127, 0.242, 0.377, 0, 5
0.011, -0.000, -0.047, 0.009, 0, -0.233, -0.248, 0.200, 0.909, 1, 5
-0.233, -0.248, 0.200, 0.909, 1, -0.040, -0.502, -0.476, -0.071, 0, 4
0.038, -0.022, 0.014, 0.003, 0, 0.038, -0.217, 0.015, 0.300, 1, 0
0.038, -0.217, 0.015, 0.300, 1, 0.033, -0.023, 0.021, 0.012, 1, 0
0.033, -0.023, 0.021, 0.012, 0, -0.036, -0.045, 0.007, 0.276, 1, 1
-0.036, -0.045, 0.007, 0.276, 1, 0.028, -0.023, 0.027, 0.025, 1, 0
0.028, -0.023, 0.027, 0.025, 1, 0.080, 0.276, -0.313, -0.306, 0, 3
0.013, -0.027, -0.041, -0.049, 0, 0.012, -0.222, -0.042, 0.231, 1, 0
0.012, -0.222, -0.042, 0.231, 1, -0.048, -0.212, -0.141, -0.061, 1, 2
-0.048, -0.212, -0.141, -0.061, 0, 0.007, -0.221, -0.039, 0.205, 1, 0
0.007, -0.221, -0.039, 0.205, 1, -0.066, 0.148, -0.049, -0.135, 1, 1
-0.066, 0.148, -0.049, -0.135, 1, -0.053, -0.016, -0.140, -0.388, 1, 2
-0.053, -0.016, -0.140, -0.388, 0, 0.006, -0.024, -0.045, -0.122, 1, 0
0.006, -0.024, -0.045, -0.122, 0, 0.005, -0.218, -0.047, 0.156, 1, 0
0.005, -0.218, -0.047, 0.156, 0, 0.453, -0.152, -0.100, 1.245, 1, 6
0.453, -0.152, -0.100, 1.245, 1, -0.007, -0.217, -0.036, 0.127, 1, 0
-0.007, -0.217, -0.036, 0.127, 0, -0.256, -0.465, 0.214, 1.031, 0, 5
0.043, 0.005, -0.009, 0.008, 0, -0.004, -0.693, -0.444, 0.248, 0, 4
-0.040, -0.017, 0.003, -0.026, 0, -0.096, -0.399, -0.101, 0.282, 1, 2
-0.096, -0.399, -0.101, 0.282, 1, -0.045, -0.017, 0.007, -0.024, 1, 0
-0.045, -0.017, 0.007, -0.024, 0, 0.007, -0.108, -0.334, 0.223, 0, 3
0.050, 0.012, -0.040, 0.042, 0, -0.194, -0.236, 0.208, 0.944, 1, 5
-0.194, -0.236, 0.208, 0.944, 1, 0.498, 0.274, -0.088, 0.828, 1, 6
0.498, 0.274, -0.088, 0.828, 1, -0.009, 0.023, -0.135, -0.272, 1, 2
-0.009, 0.023, -0.135, -0.272, 0, 0.503, 0.274, -0.093, 0.807, 1, 6
0.503, 0.274, -0.093, 0.807, 0, -0.193, -0.234, 0.209, 0.900, 1, 5
-0.193, -0.234, 0.209, 0.900, 1, 0.099, 0.120, -0.373, -0.075, 0, 3
-0.009, 0.024, 0.011, 0.050, 1, -0.252, 0.165, 0.260, 0.384, 0, 5
-0.000, -0.010, 0.015, 0.025, 1, -0.069, 0.357, 0.001, -0.299, 1, 1
-0.069, 0.357, 0.001, -0.299, 0, 0.003, -0.011, 0.010, 0.034, 1, 0
0.003, -0.011, 0.010, 0.034, 1, -0.044, -0.319, -0.425, -0.305, 0, 4
-0.016, 0.043, -0.012, -0.046, 0, 0.437, 0.109, -0.068, 1.054, 1, 6
0.437, 0.109, -0.068, 1.054, 1, -0.262, -0.010, 0.239, 0.569, 0, 5
0.044, -0.009, 0.044, 0.045, 1, -0.012, -0.001, -0.058, -0.219, 1, 2
-0.012, -0.001, -0.058, -0.219, 0, 0.499, 0.249, -0.015, 0.884, 1, 6
0.499, 0.249, -0.015, 0.884, 1, 0.499, 0.444, -0.014, 0.604, 1, 6
0.499, 0.444, -0.014, 0.604, 1, 0.103, 0.483, -0.303, -0.533, 0, 3
0.024, 0.011, -0.000, -0.008, 0, 0.024, -0.184, -0.001, 0.285, 1, 0
0.024, -0.184, -0.001, 0.285, 1, 0.021, 0.011, 0.005, -0.008, 1, 0
0.021, 0.011, 0.005, -0.008, 0, 0.073, -0.079, -0.336, 0.239, 0, 3
0.032, -0.042, -0.038, -0.013, 0, -0.016, -0.740, -0.473, 0.218, 0, 4
-0.042, 0.012, 0.049, -0.016, 1, -0.097, 0.020, -0.055, -0.278, 1, 2
-0.097, 0.020, -0.055, -0.278, 0, -0.038, 0.011, 0.042, 0.015, 1, 0
-0.038, 0.011, 0.042, 0.015, 1, -0.093, 0.019, -0.060, -0.250, 1, 2
-0.093, 0.019, -0.060, -0.250, 0, -0.081, -0.493, -0.398, -0.008, 0, 4
0.023, 0.004, 0.050, -0.014, 1, -0.046, 0.371, 0.035, -0.326, 1, 1
-0.046, 0.371, 0.035, -0.326, 0, 0.027, 0.003, 0.044, 0.017, 1, 0
0.027, 0.003, 0.044, 0.017, 1, 0.079, 0.302, -0.297, -0.309, 0, 3
-0.040, -0.008, -0.033, 0.043, 0, -0.109, -0.030, -0.047, 0.290, 1, 1
-0.109, -0.030, -0.047, 0.290, 1, -0.044, -0.007, -0.026, 0.023, 1, 0
-0.044, -0.007, -0.026, 0.023, 0, -0.288, -0.256, 0.222, 0.930, 0, 5
-0.018, -0.005, -0.005, -0.007, 0, -0.262, -0.254, 0.242, 0.907, 0, 5
0.035, 0.047, -0.018, -0.020, 0, -0.011, -0.651, -0.453, 0.217, 0, 4
0.028, 0.016, -0.043, 0.022, 0, -0.040, -0.006, -0.057, 0.265, 1, 1
-0.040, -0.006, -0.057, 0.265, 1, -0.219, -0.037, 0.211, 0.618, 0, 5
-0.028, -0.005, -0.019, 0.020, 0, -0.084, -0.387, -0.122, 0.321, 1, 2
-0.084, -0.387, -0.122, 0.321, 1, -0.032, -0.005, -0.013, 0.008, 1, 0
-0.032, -0.005, -0.013, 0.008, 0, -0.080, -0.703, -0.448, 0.247, 0, 4
-0.023, -0.017, 0.049, -0.033, 1, -0.079, -0.008, -0.055, -0.296, 1, 2
-0.079, -0.008, -0.055, -0.296, 0, -0.020, -0.018, 0.042, -0.003, 1, 0
-0.020, -0.018, 0.042, -0.003, 1, -0.264, 0.123, 0.289, 0.341, 0, 5
0.031, -0.030, -0.027, 0.000, 0, 0.031, -0.224, -0.027, 0.284, 1, 0
0.031, -0.224, -0.027, 0.284, 1, -0.029, -0.215, -0.125, -0.003, 1, 2
-0.029, -0.215, -0.125, -0.003, 0, 0.026, -0.224, -0.022, 0.268, 1, 0
0.026, -0.224, -0.022, 0.268, 1, -0.034, -0.215, -0.120, -0.017, 1, 2
-0.034, -0.215, -0.120, -0.017, 0, -0.223, -0.277, 0.230, 0.879, 0, 5
-0.044, -0.041, -0.031, 0.031, 0, 0.007, -0.131, -0.371, 0.267, 0, 3
-0.029, 0.028, 0.004, -0.026, 0, -0.084, -0.354, -0.100, 0.282, 1, 2
-0.084, -0.354, -0.100, 0.282, 1, -0.032, 0.027, 0.008, -0.024, 1, 0
-0.032, 0.027, 0.008, -0.024, 0, -0.275, -0.222, 0.255, 0.894, 0, 5
0.022, 0.018, -0.049, -0.023, 0, 0.475, 0.084, -0.104, 1.065, 1, 6
0.475, 0.084, -0.104, 1.065, 1, 0.071, 0.125, -0.385, -0.101, 0, 3
-0.002, -0.013, 0.011, -0.008, 0, 0.450, 0.052, -0.045, 1.099, 1, 6
0.450, 0.052, -0.045, 1.099, 1, -0.006, -0.013, 0.016, -0.001, 1, 0
-0.006, -0.013, 0.016, -0.001, 0, 0.046, -0.104, -0.325, 0.249, 0, 3
-0.007, -0.047, 0.049, 0.025, 1, -0.077, 0.320, 0.035, -0.288, 1, 1
-0.077, 0.320, 0.035, -0.288, 0, 0.047, 0.056, -0.296, 0.008, 0, 3
-0.011, -0.012, -0.043, 0.050, 0, 0.441, 0.054, -0.098, 1.139, 1, 6
0.441, 0.054, -0.098, 1.139, 1, -0.015, -0.011, -0.036, 0.023, 1, 0
-0.015, -0.011, -0.036, 0.023, 0, -0.062, -0.709, -0.470, 0.254, 0, 4
-0.004, -0.001, 0.041, 0.040, 1, -0.004, 0.193, 0.042, -0.239, 1, 0
-0.004, 0.193, 0.042, -0.239, 0, -0.244, -0.056, 0.284, 0.690, 0, 5
0.018, 0.025, -0.020, -0.028, 0, -0.050, 0.002, -0.035, 0.223, 1, 1
-0.050, 0.002, -0.035, 0.223, 1, -0.040, -0.161, -0.119, -0.027, 1, 2
-0.040, -0.161, -0.119, -0.027, 0, 0.016, -0.170, -0.016, 0.247, 1, 0
0.016, -0.170, -0.016, 0.247, 1, -0.043, -0.161, -0.114, -0.037, 1, 2
-0.043, -0.161, -0.114, -0.037, 0, 0.065, -0.064, -0.353, 0.191, 0, 3
-0.036, -0.016, 0.008, -0.018, 0, -0.084, -0.715, -0.427, 0.227, 0, 4
0.007, -0.029, 0.008, 0.038, 1, 0.007, 0.166, 0.009, -0.252, 1, 0
0.007, 0.166, 0.009, -0.252, 0, 0.010, -0.030, 0.004, 0.043, 1, 0
0.010, -0.030, 0.004, 0.043, 1, -0.235, 0.112, 0.252, 0.375, 0, 5
-0.037, 0.034, 0.035, 0.015, 1, -0.037, 0.229, 0.035, -0.266, 1, 0
-0.037, 0.229, 0.035, -0.266, 0, -0.087, -0.153, -0.073, 0.052, 1, 2
-0.087, -0.153, -0.073, 0.052, 0, 0.021, -0.057, -0.310, 0.292, 0, 3
0.009, 0.028, -0.001, 0.032, 1, -0.037, -0.279, -0.436, -0.310, 0, 4
-0.041, -0.047, 0.006, -0.020, 0, -0.111, -0.070, -0.009, 0.239, 1, 1
-0.111, -0.070, -0.009, 0.239, 1, -0.047, -0.047, 0.011, -0.016, 1, 0
-0.047, -0.047, 0.011, -0.016, 0, -0.103, -0.429, -0.092, 0.294, 1, 2
-0.103, -0.429, -0.092, 0.294, 1, -0.053, -0.047, 0.016, -0.009, 1, 0
-0.053, -0.047, 0.016, -0.009, 0, 0.399, 0.018, -0.039, 1.099, 1, 6
0.399, 0.018, -0.039, 1.099, 1, -0.058, -0.048, 0.022, 0.001, 1, 0
-0.058, -0.048, 0.022, 0.001, 1, -0.007, 0.252, -0.319, -0.332, 0, 3
0.037, -0.047, 0.007, 0.028, 0, 0.088, -0.137, -0.333, 0.276, 0, 3
-0.006, -0.025, 0.017, -0.006, 0, -0.075, -0.048, 0.003, 0.257, 1, 1
-0.075, -0.048, 0.003, 0.257, 1, -0.011, -0.025, 0.023, 0.005, 1, 0
-0.011, -0.025, 0.023, 0.005, 1, -0.011, 0.169, 0.023, -0.280, 1, 0
-0.011, 0.169, 0.023, -0.280, 0, -0.008, -0.026, 0.017, 0.020, 1, 0
-0.008, -0.026, 0.017, 0.020, 1, 0.044, 0.274, -0.323, -0.315, 0, 3
-0.027, 0.047, -0.045, 0.043, 0, 0.427, 0.113, -0.100, 1.132, 1, 6
0.427, 0.113, -0.100, 1.132, 1, -0.029, 0.048, -0.038, 0.015, 1, 0
-0.029, 0.048, -0.038, 0.015, 0, -0.075, -0.649, -0.473, 0.245, 0, 4
-0.031, -0.013, 0.005, 0.043, 1, -0.100, 0.355, -0.008, -0.284, 1, 1
-0.100, 0.355, -0.008, -0.284, 0, -0.028, -0.013, 0.001, 0.047, 1, 0
-0.028, -0.013, 0.001, 0.047, 1, -0.272, 0.129, 0.249, 0.377, 0, 5
0.017, 0.013, -0.008, -0.007, 0, -0.226, -0.236, 0.239, 0.906, 0, 5
0.028, 0.019, -0.049, -0.008, 0, -0.215, -0.229, 0.198, 0.892, 1, 5
-0.215, -0.229, 0.198, 0.892, 1, -0.219, -0.034, 0.204, 0.584, 1, 5
-0.219, -0.034, 0.204, 0.584, 1, -0.022, -0.287, -0.479, -0.395, 0, 4
0.042, -0.032, 0.035, 0.039, 0, -0.014, -0.414, -0.068, 0.356, 1, 2
-0.014, -0.414, -0.068, 0.356, 1, 0.037, -0.033, 0.042, 0.061, 1, 0
0.037, -0.033, 0.042, 0.061, 1, -0.032, 0.333, 0.029, -0.254, 1, 1
-0.032, 0.333, 0.029, -0.254, 0, -0.008, -0.538, -0.396, 0.038, 0, 4
-0.026, 0.022, 0.039, 0.003, 1, -0.269, 0.162, 0.286, 0.346, 0, 5
0.020, -0.035, -0.047, 0.026, 0, -0.225, -0.283, 0.201, 0.927, 1, 5
-0.225, -0.283, 0.201, 0.927, 1, -0.229, -0.087, 0.207, 0.620, 1, 5
-0.229, -0.087, 0.207, 0.620, 1, -0.033, -0.341, -0.475, -0.358, 0, 4
0.045, 0.040, -0.029, -0.023, 0, 0.097, -0.050, -0.370, 0.213, 0, 3
0.003, -0.001, -0.036, 0.048, 0, 0.455, 0.065, -0.090, 1.141, 1, 6
0.455, 0.065, -0.090, 1.141, 1, -0.001, 0.000, -0.028, 0.026, 1, 0
-0.001, 0.000, -0.028, 0.026, 0, -0.070, -0.022, -0.042, 0.274, 1, 1
-0.070, -0.022, -0.042, 0.274, 1, -0.005, 0.001, -0.021, 0.008, 1, 0
-0.005, 0.001, -0.021, 0.008, 0, -0.249, -0.247, 0.226, 0.917, 0, 5
0.035, -0.048, 0.046, 0.029, 1, -0.021, -0.040, -0.056, -0.235, 1, 2
-0.021, -0.040, -0.056, -0.235, 0, 0.037, -0.049, 0.042, 0.058, 1, 0
0.037, -0.049, 0.042, 0.058, 1, 0.036, 0.145, 0.043, -0.222, 1, 0
0.036, 0.145, 0.043, -0.222, 0, -0.030, 0.122, 0.024, 0.049, 1, 1
-0.030, 0.122, 0.024, 0.049, 1, -0.206, 0.090, 0.287, 0.427, 0, 5
-0.027, -0.020, 0.022, -0.038, 0, 0.025, -0.111, -0.319, 0.214, 0, 3
-0.003, -0.048, 0.041, -0.043, 0, -0.072, -0.072, 0.026, 0.227, 1, 1
